SKU,VAR1 – ?????,VAR2-???????????,VAR3-??????????????,VAR4-??????????????,VAR5-????,VAR6-????,Origin-????????? ???????,?????????? ?????,Variant Sell Price,Image Src,Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Georgia,Price / Georgia,Compare At Price / Georgia,Included / International,Price / International,Compare At Price / International,Status
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_e4e13d51-52a4-464f-bd31-d3257febc20b.png?v=1690820969,??????-???????????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_e4e13d51-52a4-464f-bd31-d3257febc20b.png?v=1690820969,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_e26d5a4c-ba6b-4ee7-bdb8-ad41538f7f4f.jpg?v=1690820970,??????-???????????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_e26d5a4c-ba6b-4ee7-bdb8-ad41538f7f4f.jpg?v=1690820970,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,250,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/400.png?v=1690820668,??????-???????-??????-????-400??,?????? ???? - ????/?????? ??????? - 400?? ????????,"<span data-mce-fragment=""1"">??????? ???: 11 000 ??????</span>",Rako.ge,Hardware > Tool Accessories > Tool Blades > Saw Blades,saw blades,"?????? ??????? ?????? ??????, ??????? ?????? ??????, ??????? ?????? ????, ?????? ??????, ?????? ????",true,Size,350 ??,,,,,,0,,0,deny,manual,250,,false,false,'54151191,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/400.png?v=1690820668,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,,,,,,,,,300,,??????-???????-??????-????-400??,,,,,,,,,400 ??,,,,,,0,,0,deny,manual,300,,false,false,'54183959,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
,L?????,?????,???????????,,??????,,?????,????????? ????????????,1.5,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/L.png?v=1690820501,???????-l-?????,????? - L ????? - ???????,"<p><span data-mce-fragment=""1"">??????????? ?????? ????????? ????????????, ?????? ????? 1.50?</span></p>
<p> </p>
<p><span data-mce-fragment=""1"">?????? ???????? ??????????</span></p>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"L ?????, ???????, ?????, ????????? ?????, ? ?????, ??????? L ?????",true,Title,Default Title,,,,,,0,,0,deny,manual,1.5,,false,false,'20203543,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/L.png?v=1690820501,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/L_2.png?v=1690820501,???????-l-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/L_2.png?v=1690820501,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,???????,?????,,,??????,20x20,?????,"??????? ?????????, ????",2,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_4cfb3bc6-1b4a-41e2-bfff-9b1cef4212ca.png?v=1690820357,???????-??????-????,????? - ??????? - ????? - ???????,"<div class=""shida-7"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">??????????? ??????? ?? ??????? ??????????, ?????? ???? 2 ????</p>
</div>
<div class=""shida-8"" data-mce-fragment=""1""></div>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ?????? ????, ??????? ?????? ????, ??????",true,Size,20x20,,,,,,0,,0,deny,manual,2,,false,false,'90351895,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_4cfb3bc6-1b4a-41e2-bfff-9b1cef4212ca.png?v=1690820357,1,,false,,,,,,,,,,,,,,,kg,,2,true,,,true,,,active
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/6bf8800e6a838037244b5a84751514f6.png?v=1690820357,???????-??????-????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/6bf8800e6a838037244b5a84751514f6.png?v=1690820357,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????????,?????,,,??????,21.5x10x5.5,?????,,1.5,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/bda8547b85bff0aa0d84676a3cc7c29a.png?v=1690820242,???????-?????,????? - ????? - ???????,"<span data-mce-fragment=""1"">??????????? ?????????? ???????????????... ???? ???????.</span>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ??????? ?????",true,Size,21.5x10x5.5,,,,,,0,,0,deny,manual,1.5,,false,false,'66201879,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/bda8547b85bff0aa0d84676a3cc7c29a.png?v=1690820242,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,?????????,???????,???????????,,?????,23x6.5x11.5,,,3,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_4db19acf-e9b3-4d80-9887-8098ad5cf65f.jpg?v=1690819938,???????-???????????-?????,??????? ??????????? ?????,"<div class=""shida-7"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">??????? ??????????? ?????. ?????? ???? 3 ??????? ?????.</p>
</div>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ??????? ??????????? ?????, ??????????? ?????",true,Size,23x6.5x11.5,,,,,,0,,0,deny,manual,3,,false,false,'80677399,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_4db19acf-e9b3-4d80-9887-8098ad5cf65f.jpg?v=1690819938,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/790d088012869c32fc7d8a42de7f57c7.jpg?v=1690819938,???????-???????????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/790d088012869c32fc7d8a42de7f57c7.jpg?v=1690819938,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????????,???????,,,??????,24x12x6,??????????,??????,1,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_eb6d7f56-6b95-4195-94c8-24b1463daa33.jpg?v=1690819784,??????-?????,????? - ??????? (??????),"<p><span data-mce-fragment=""1"">??????????? ?????????? ???????????????. ?????? ?????.</span></p>
<p> </p>
<p><span data-mce-fragment=""1"">?????? ???????? ????????</span></p>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ?????? ?????",true,Size,24x12x6,,,,,,0,,0,deny,manual,1,,false,false,'34572823,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_eb6d7f56-6b95-4195-94c8-24b1463daa33.jpg?v=1690819784,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/5dd40bcdd67207c35ede3d4d44a4234c.jpg?v=1690819784,??????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/5dd40bcdd67207c35ede3d4d44a4234c.jpg?v=1690819784,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,300,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/f6680219dcdfc3f98f7990442ced4415.jpg?v=1690739315,??????-???????-?????-????????-?????????,?????? ???? - ????/?????? ??????? - ???????? ????????? - 350?? ????????,"<p><span data-mce-fragment=""1"">???? ????? ????????? ???? 25.4??</span></p>
<p><span data-mce-fragment=""1"">???? ????? ????????? ???? 350 ??</span></p>
<p><span data-mce-fragment=""1"">??????? ?????? 40*15*3??</span></p>
<p> </p>
<p><span data-mce-fragment=""1"">?????????? ?????? ?????????. </span></p>",Rako.ge,Hardware > Tool Accessories > Tool Blades > Saw Blades,saw blades,"???????? ?????? ????, ?????? ??????",true,Size,40x15x3??,,,,,,0,,0,deny,manual,300,,false,false,'19069719,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/f6680219dcdfc3f98f7990442ced4415.jpg?v=1690739315,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,?????????,?????,,,?????,23x11x7,?????,,1.5,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/26190db2b87993a92aa926c1073b3650.png?v=1690738752,???????-??????????-?????,????? - ?????????? - ???????,"<span data-mce-fragment=""1"">??????????? ?????????? ???????? ???????????????. ?????????? ?????????? ???? ????? ???? 1.8??. ?????? ????? 1-1.5 ????, ????? ????????.</span>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ??????? ?????, ??????? ?????????? ?????, ?????????? ?????",true,Size,23x11x7,,,,,,0,,0,deny,manual,1.5,,false,false,'22822167,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/26190db2b87993a92aa926c1073b3650.png?v=1690738752,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,?????????,?????,,,?????,21.5x10x5.5,?????,,1,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_0daea779-7ac5-49d2-8f02-427a066b0091.png?v=1690738752,???????-??????????-?????,,,,,,,,,21.5x10x5.5,,,,,,0,,0,deny,manual,1,,false,false,'70827287,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_0daea779-7ac5-49d2-8f02-427a066b0091.png?v=1690738752,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_c087ee4e-695c-4cfa-a86c-1743f05a27c4.jpg?v=1690738752,???????-??????????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_c087ee4e-695c-4cfa-a86c-1743f05a27c4.jpg?v=1690738752,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,???????,?????,???????????,,??????,26x5x2.5,,???????,2.5,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3.png?v=1690738552,???????????-????,??????????? ????,<span>??????????? ?????? ????????? ????? ?????????? ??????????????? 1400 ?????? ?????????????.</span><br>,Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ????, ?????????? ????",true,Size,26x5x2.5,,,,,,0,,0,deny,manual,2.5,,false,false,'17767959,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3.png?v=1690738552,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_306d41c8-b8b3-4d2b-a204-70084bc4604b.png?v=1690738552,???????????-????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_306d41c8-b8b3-4d2b-a204-70084bc4604b.png?v=1690738552,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/9ecede0f86d54ef7864269cd7faa398c.png?v=1690738553,???????????-????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/9ecede0f86d54ef7864269cd7faa398c.png?v=1690738553,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????????,?????,??????????,,??????,23x11x7,,???????,2.5,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/0ebb2740574f2ce1ce32548b7dcfaa61.png?v=1690738419,??????-??????????-?????,?????? ?????????? ?????,"<span data-mce-fragment=""1"">??????????? ???????? ???????????????. ?????????? ?????????? ?? ??????????. ?????? ????? 2.50</span>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ?????????? ?????, ?????? ?????????? ?????",true,Size,23x11x7,,,,,,0,,0,deny,manual,2.5,,false,false,'01941015,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/0ebb2740574f2ce1ce32548b7dcfaa61.png?v=1690738419,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_9eac0c58-a40c-4d3f-828e-783599ffb46e.jpg?v=1690738419,??????-??????????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_9eac0c58-a40c-4d3f-828e-783599ffb46e.jpg?v=1690738419,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????????,?????,???????????,,??????????,23x11.4x6,?????,,5,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_d1097167-692c-4f8a-80f0-5454be8c6e78.jpg?v=1690737363,???????-???????????-?????,????? - ??????????? - ???????,"<span data-mce-fragment=""1"">??????????? ????????, ?????????, ????????????, ????????. ??????????? ????????? 1400 ???????. ?????? 2 ?????, ?????? ???? ???????.</span>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ??????? ?????, ??????? ??????????? ?????, ??????????? ?????",true,Size,23x11.4x6,Color,??????????,,,,0,,0,deny,manual,5,,false,false,'61809175,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_d1097167-692c-4f8a-80f0-5454be8c6e78.jpg?v=1690737363,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,?????????,?????,???????????,,????????????,23x11.4x6,?????,,5,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/7a0b348e7e4c7f0869f0cb7ed6aac84a.png?v=1690737364,???????-???????????-?????,,,,,,,,,23x11.4x6,,????????????,,,,0,,0,deny,manual,5,,false,false,'32209431,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/7a0b348e7e4c7f0869f0cb7ed6aac84a.png?v=1690737364,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_47fbf4a5-8d73-4c8a-a9e2-a6339b17928a.jpg?v=1690737364,???????-???????????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_47fbf4a5-8d73-4c8a-a9e2-a6339b17928a.jpg?v=1690737364,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????????,?????,???????????,???????????,??????????,25x12x6.5,???????,"??????????, 350 ????????, ???????",4,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/1d3303f1585081a55b914a80ee62c80f.png?v=1690737243,?????-???????-??????????,????? - ??????? - ????????? - 350 ????????,"<span data-mce-fragment=""1"">??????? ?????????? ????? ?????????? ?????? ?????????, ????? ?? ???????????????. ???? 350 ????????.</span>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ?????????? ?????, ??????? ?????",true,Size,25x12x6.5,Style,350 ????????,,,,0,,0,deny,manual,4,,false,false,'50799127,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/1d3303f1585081a55b914a80ee62c80f.png?v=1690737243,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_b63d1cab-ba47-4b50-9ea2-fcdf964a1a73.jpg?v=1690737243,?????-???????-??????????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_b63d1cab-ba47-4b50-9ea2-fcdf964a1a73.jpg?v=1690737243,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/4_736b5a2d-0cb1-44de-81df-531dc6ca6df9.jpg?v=1690737243,?????-???????-??????????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/4_736b5a2d-0cb1-44de-81df-531dc6ca6df9.jpg?v=1690737243,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????????,?????,???????????,???????????,???????,,???????,"??????????, 350 ????????, ???????",10,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/df3fcd6e9a381613ae3ad487a5a29f38.png?v=1690674913,?????????-??????????-?????,????????? ?????????? ?????,"<span data-mce-fragment=""1"">??????????? ?????????? ???????? ???????????????. ???? 350 ???????? ?? ????????? ??????. ???????? ???????????? ?????? ????????. ?????? ???? ???????????</span>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ????????? ?????, ????????? ?????????? ?????",true,Title,Default Title,,,,,,0,,0,deny,manual,10,,false,false,'59121175,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/df3fcd6e9a381613ae3ad487a5a29f38.png?v=1690674913,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,?????????,?????,,,????????????,21.5x10x5,?????,"???????, ????????",2,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_bf4b8999-ce28-470f-ab6f-579a9fe22fb6.jpg?v=1690674728,???????-???????-?????,????? - ??????? - ???????,"<span data-mce-fragment=""1"">??????????? ?????????? ???????? ???????????????. ?????? ????? 2 ????</span>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ??????? ??????? ?????, ??????? ?????",true,Size,21.5x10x5,,,,,,0,,0,deny,manual,2,,false,false,'46538263,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_bf4b8999-ce28-470f-ab6f-579a9fe22fb6.jpg?v=1690674728,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_701fd4d0-78c9-4f11-9888-565d7c17fde5.jpg?v=1690674728,???????-???????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_701fd4d0-78c9-4f11-9888-565d7c17fde5.jpg?v=1690674728,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/b753fd4ab849a4a5bf618c511b63c560.png?v=1690674729,???????-???????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/b753fd4ab849a4a5bf618c511b63c560.png?v=1690674729,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,???????,?????,??????????,,????????????,23x7x2,?????,???????,2,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2527cb635e42a7803ab12842d0407ef8.png?v=1690674606,???????-??????????-????,????? - ??????? - ?????????? - ???????,"<p><span data-mce-fragment=""1"">????? ?????????? ????. ??????????? ?????????? ???????? ???????????????.</span></p>
<p><span data-mce-fragment=""1""> ?????? ???? 2?.</span></p>
<p> </p>
<p><span data-mce-fragment=""1"">?????? ???????? ????????</span></p>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ????? ??????? ????????? ????, ??????? ?????????? ????, ?????????? ????",true,Size,23x7x2,,,,,,0,,0,deny,manual,2,,false,false,'33824279,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2527cb635e42a7803ab12842d0407ef8.png?v=1690674606,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,???????,???????,??????????,,????????????,23x7x2,?????,???????,2,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/51c4262c248691fa187fe16e72af3ae2.png?v=1690674441,???????-??????????-????-??????????,????? - ??????? - ?????????? - ?????????? - ???????,"<p><span data-mce-fragment=""1"">??????????? ?????????? ???????? ???????????????.</span></p>
<p> </p>
<p><span data-mce-fragment=""1"">?????? ???????? ????????</span></p>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ??????? ?????????? ????, ?????????? ????, ?????????? ???? ??????????",true,Size,23x7x2,,,,,,0,,0,deny,manual,2,,false,false,'14982679,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/51c4262c248691fa187fe16e72af3ae2.png?v=1690674441,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,?????????,?????,???????????,,????????????,23x11.4x8,???????,,5,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/424d873ea8744ea81989e97ea7b09e77.png?v=1690674284,???????????-?????-??????,??????????? ????? ??????,"<div class=""shida-7"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">??????????? ?????????? ???????????????. ????????, ????????????, ???????? ?? ?.?. ???????????? ????????. ?????????????? 1400 ???????. ??????: 23*11.4*8<br data-mce-fragment=""1""><span class=""masha_index masha_index6"" rel=""6"" data-mce-fragment=""1""></span>?????? ????? 5 ????.</p>
</div>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????? ?????, ??????????? ????? ??????",true,Size,23x11.4x8,,,,,,0,,0,deny,manual,5,,false,false,'92307223,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/424d873ea8744ea81989e97ea7b09e77.png?v=1690674284,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,???????,?????,,,????????????,20x20x4.5,??????????,???????,3.5,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/4_6a6aefd9-66ec-40c0-8304-937ceb51e431.png?v=1690674168,?????-???????-?????,??????? ????? - ????? - 20x20x4.5,"<div class=""shida-7"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">??????????? ???????? ?? ?????????? ???????????????. ???? ???? 20*20*4.5. ?????? ???? ??????? 3.50 ????</p>
</div>
<div class=""shida-8"" data-mce-fragment=""1""></div>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ????? ??????? ?????, ??????? ?????",true,Size,20x20x4.5,,,,,,0,,0,deny,manual,3.5,,false,false,'78446359,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/4_6a6aefd9-66ec-40c0-8304-937ceb51e431.png?v=1690674168,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_d15e9044-6ed6-46bb-af12-216fd4e91b80.jpg?v=1690674168,?????-???????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_d15e9044-6ed6-46bb-af12-216fd4e91b80.jpg?v=1690674168,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_e866e7cf-e775-49e5-ab0c-e4cdea62f2dc.jpg?v=1690674168,?????-???????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_e866e7cf-e775-49e5-ab0c-e4cdea62f2dc.jpg?v=1690674168,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/07c59d31582f19fefe998a1cbf579b76.png?v=1690674168,?????-???????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/07c59d31582f19fefe998a1cbf579b76.png?v=1690674168,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,?????????,?????,???????????,,??????????,23x11.4x6,,,3.5,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/4_8a39dc54-c40e-483b-aab5-90333f87ec44.jpg?v=1690674036,???????????-?????,??????????? ?????,"<div class=""shida-7"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">?????????????? 1000 ???????. ?????? ????? 3.50. ????????? ???? 5 ????.</p>
</div>
<div class=""shida-8"" data-mce-fragment=""1""></div>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ?????, ??????????? ?????",true,Size,23x11.4x6,,,,,,0,,0,deny,manual,3.5,,false,false,'67698455,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/4_8a39dc54-c40e-483b-aab5-90333f87ec44.jpg?v=1690674036,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_8a281fea-0e9f-47d4-bdfb-0230e1a5e477.jpg?v=1690674036,???????????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/3_8a281fea-0e9f-47d4-bdfb-0230e1a5e477.jpg?v=1690674036,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_974d74c9-0a57-4734-9e95-5b99ee0c620e.jpg?v=1690674046,???????????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2_974d74c9-0a57-4734-9e95-5b99ee0c620e.jpg?v=1690674046,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2125e5af9749e73594389b8697d7bb7c.jpg?v=1690674046,???????????-?????,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/2125e5af9749e73594389b8697d7bb7c.jpg?v=1690674046,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,???????,?????,,,,,,???????,45,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/14b0e20e7ecbed742c8014f7fde02e2e.jpg?v=1690673885,??????????-??????,???????? ???? - ??????????,"<p><span data-mce-fragment=""1"">??????????? ???????? ???????????????. ??? ????? ?????? ????? 75 ????.</span></p>",Rako.ge,Hardware > Building Consumables > Masonry Consumables > Bricks & Concrete Blocks,bricks,"???????, ??????????, ????",true,Size,?^3,,,,,,0,,0,deny,manual,45,,false,false,'54886167,https://cdn.shopify.com/s/files/1/0797/7723/5223/files/14b0e20e7ecbed742c8014f7fde02e2e.jpg?v=1690673885,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
